country,iso3c,year,gdp_const,gdppc_const,gov_exp_pctgdp,lf_participation,exports_const,imports_const,access_electricity,va_agriculture,va_industry,va_services,adj_savings,gdppc_growth,educ_secondary_complete,pop_0_14_pct,pop_65plus_pct,age_dependency_ratio,urban_pop_pct,fuel_exports_pct_exports,nat_resource_rents_pctgdp,gross_capital_const,gross_capital_pctgdp,democracy,PR,CL,vulnerability,dge,mimic,gini,nb_na_critiques,open,open_pct,iso2c,region,subregion,developed_economies,developing_economies_excl_china,developing_economies_excl_LDCs,LLDCs,LIDE,MIDE,HIDE,BRICS,EU,G20,G77,income_group,SEI,SIDS,hc,rnna
Afghanistan,AFG,2000,6206547590.07403,308.318269746638,NA,46.571,NA,NA,4.4,NA,NA,NA,NA,NA,NA,48.8933733391986,2.26197021041933,109.586047730495,22.078,NA,NA,NA,NA,7,7,7,0.609400066830269,NA,NA,0.311,5,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2001,5621147630.73068,277.118051443941,NA,46.533,NA,NA,9.3,NA,NA,NA,NA,-10.1194841059326,NA,48.8226632976331,2.26194811585133,110.219341359285,22.169,NA,NA,NA,NA,7,7,7,0.607514788787319,NA,NA,0.311,5,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2002,7228795918.92525,338.139973643387,NA,46.508,NA,NA,14.1,3251434260.06993,1508858942.62797,2610362268.3179,NA,22.0201902696299,NA,48.6454045592252,2.26397395055888,110.534611030603,22.261,NA,1.27614880703829,NA,NA,6,6,6,0.605543302480816,NA,NA,0.311,5,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2003,7867263256.28817,346.071627096223,NA,46.499,NA,NA,19,3342419479.68623,1663814122.03971,2911906693.95112,NA,2.34567163632688,NA,48.413911802484,2.26675269120301,110.557539565476,22.353,NA,0.731312589343673,NA,NA,6,6,6,0.593908589137733,NA,NA,0.311,5,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2004,7978515641.58304,338.637273888197,NA,46.507,NA,NA,23.8,2599187183.35852,1954583540.16967,3284276758.27382,NA,-2.14821228495553,NA,48.1541398757714,2.2686467503968,110.285308007212,22.5,NA,0.458919792113206,NA,NA,5.5,5,6,0.596470081677303,NA,NA,0.312,5,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2005,8874480195.58321,363.640141436773,NA,46.532,NA,NA,28.7,3059194012.80851,2208517631.05664,3461242374.76154,NA,7.38337728197978,NA,47.8596414936971,2.26974934650551,109.728525433204,22.703,NA,0.393192771402782,NA,NA,5,5,5,0.602966067143149,NA,NA,0.312,5,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2006,9349921885.77888,367.75831169358,20.5781737687622,46.57,NA,NA,33.5,2902892107.43922,2510367737.794,3694218721.29654,NA,1.13248505528998,NA,47.989741932533,2.2717800234734,108.889135191956,22.907,NA,0.504174403493816,NA,NA,5,5,5,0.60548055234698,NA,NA,0.312,4,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2007,10642671963.1135,410.757728879097,24.2432588226125,46.621,NA,NA,38.4,3329630202.35891,2701987275.817,4421283332.77519,NA,11.6923032922081,NA,48.1262326324468,2.27621524044213,107.737250564546,23.113,NA,0.449500569922326,NA,NA,5,5,5,0.601352654721288,NA,NA,0.313,4,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2008,11060395115.6809,417.647282647498,50.7192978736512,46.68,NA,NA,42.4,2832971581.44005,2857130464.60977,5078040615.73825,NA,1.6772791560615,NA,48.227151334904804,2.28356920247549,106.334375525183,23.32,NA,0.601665824760427,NA,NA,5.5,5,6,0.60127458532546,NA,NA,0.313,4,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2009,13426272073.2398,488.830652491949,44.3178392396772,46.743,NA,NA,48.3,4095427430.14251,3031619454.38842,5991244062.17915,NA,17.0438963216074,NA,48.2504110874053,2.29354363572652,104.799467490534,23.528,NA,0.424658195958387,NA,NA,6,6,6,0.601586665526069,NA,NA,0.314,4,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2010,15354612541.5059,542.871030476037,50.8630045999057,46.811,NA,NA,42.7,3834338423.38109,3221720224.46291,7090961199.58767,NA,11.0550305527288,NA,48.1781454062114,2.30661490116607,103.144455694301,23.737,NA,0.62533261319642,NA,NA,6,6,6,0.585333519883994,NA,NA,0.315,4,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2011,15420077665.5323,525.42698276582,59.4847758807514,46.881,NA,NA,43.2,3543223044.8745,3537695925.88461,7785214936.54501,NA,-3.21329500579925,NA,47.7015904387273,2.32214045471626,101.458308292088,23.948,NA,0.836389660299977,NA,NA,6,6,6,0.592176379960697,NA,NA,0.316,4,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2012,17386490239.3536,568.929021458341,42.3292514484608,46.956,NA,NA,69.1,4188967984.85391,3763898715.42685,8848468190.01251,NA,8.27936899310519,NA,47.0897594509305,2.33791133871121,99.7731309368865,24.16,NA,0.684675468598181,NA,NA,6,6,6,0.585770087339534,NA,NA,0.317,4,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2013,18360263162.7578,580.603833333096,42.0936844468805,47.026,NA,NA,68,4189188635.13075,3954389278.68295,9540998151.00823,NA,2.0520682606117,NA,46.3866707443965,2.34976901406028,98.063558808759,24.373,NA,0.603571665401867,NA,NA,6,6,6,0.590625845026544,NA,NA,0.317,4,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2014,18860496494.0404,575.146245808546,44.5892994893339,47.096,NA,NA,89.5,4184969908.2431,4063759007.59233,9973220053.69127,NA,-0.939984755736006,9.69848728179932,45.6405891930531,2.35653566515757,96.3463937851296,24.587,NA,0.542756499666634,NA,NA,6,6,6,0.588108980570121,NA,NA,0.317,4,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2015,19134221644.7325,565.569730408751,37.0225695736427,47.165,NA,NA,71.5,3948217043.4989,4233263326.94392,10186159051.2556,NA,-1.66505744749013,9.79236030578613,44.8770388848851,2.35669506261475,94.6132337112821,24.803,3.45045583056684,0.469916949251438,NA,NA,6,6,6,0.583999306942692,NA,NA,0.317,4,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2016,19566715174.1633,563.872336723147,43.9227656125389,47.235,NA,NA,97.7,4183994768.30679,4200840152.31937,10387792308.6965,NA,-0.300121027406746,NA,44.2721132547375,2.35549736125691,92.8898712202104,25.02,NA,0.617409905168126,NA,NA,6,6,6,0.589477970020322,NA,NA,0.317,4,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2017,20084646751.4954,562.769574140988,39.2201099807684,47.305,NA,NA,97.7,4452233141.52337,4587602785.7513,10316890813.6183,NA,-0.195569548342789,11.7771825790405,43.6825260049196,2.35973702156897,91.2936186853936,25.25,5.23442813305688,0.702981728943138,NA,NA,5.5,5,6,0.594962395832629,NA,NA,0.317,4,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2018,20323499020.3639,553.125151688293,NA,45.57,NA,NA,93.4,4255653185.52791,5095663354.34646,10516849831.5025,NA,-1.71374269254262,NA,43.0901755117794,2.36712047688815,89.8496059758101,25.495,10.2131805125,0.855264249305936,NA,NA,5.5,5,6,0.592338894904736,NA,NA,0.317,5,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2019,21118473702.3471,557.861533207459,NA,43.823,NA,NA,97.7,4998682776.44351,5342745347.09699,10371114145.3672,NA,0.856294729087764,NA,42.4722713889586,2.37615338349114,88.5120276122222,25.754,8.0512789669382,0.682287828246046,NA,NA,5.5,5,6,0.588928228821014,NA,NA,0.317,5,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2020,20621957125.2077,527.834554499306,NA,41.579,NA,NA,97.7,5295721521.92899,5095362712.42438,9757481082.81234,NA,-5.38251464221077,13.007438659668,NA,2.37073382439812,87.2478169146763,26.026,NA,0.305978171646739,NA,11.5,5.5,5,6,0.583047843193678,NA,NA,0.317,5,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2021,16345202562.5485,408.625855217403,NA,40.932,NA,NA,97.7,4777766384.05654,4442710947.69659,6825314582.80068,NA,-22.5844818732987,9.46000003814697,NA,2.35254951873996,86.0834681804276,26.314,NA,0.428525449642917,NA,13,6.5,7,6,0.586877870830077,NA,NA,0.317,5,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2022,15325233810.1388,377.665627080705,NA,37.64,NA,NA,85.3,4464150076.56738,4188355988.82779,6382914856.91904,NA,-7.57666891152213,12.5973300933838,NA,2.35514236704931,84.9624893289139,26.616,NA,NA,NA,16.7,7,7,7,0.586021466843507,NA,NA,NA,6,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Afghanistan,AFG,2023,15740683549.2312,379.707497269884,NA,37.673,NA,NA,NA,4556148340.99696,4298035536.09158,6532430575.36568,NA,0.540655554216826,NA,NA,2.37753752819851,83.8361728436287,26.933,NA,NA,NA,15.2,7,7,7,NA,NA,NA,NA,7,NA,NA,AF,Asia,Southern Asia,0,1,0,1,1,0,0,0,0,0,1,Low income,0,0,NA,NA
Albania,ALB,1990,5279160805.75993,1606.29646776458,NA,61.783,NA,NA,100,NA,NA,NA,-2.32297287076939,-11.187905298961,NA,32.7746827292029,5.37906738507965,61.4824255907926,36.428,NA,8.22402989872863,NA,30.360946807547,6.5,7,6,NA,37.67425537109375,NA,0.364,4,NA,NA,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.5161588191986084,105256.8359375
Albania,ALB,1991,3800882718.68776,1163.49159838489,NA,64.299,NA,NA,100,NA,NA,NA,-37.1593588935132,-27.5668208369982,NA,32.8942398705034,5.5014123702154,61.0785706431672,36.7,NA,9.88575364344613,NA,7.60311109567282,4,4,4,NA,37.40901184082031,NA,0.364,4,NA,NA,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.515733242034912,103158.3671875
Albania,ALB,1992,3527709061.94659,1086.4387714304,NA,64.883,NA,NA,100,NA,NA,NA,-43.1034365762509,-6.62255121235502,NA,32.9400046705276,5.64829987865959,60.7871692686772,37.249,NA,11.7288387701529,NA,5.65668410228241,3.5,4,3,NA,36.33171463012695,NA,0.365,4,NA,NA,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.515307903289795,100921.2734375
Albania,ALB,1993,3864937294.2247,1197.58090750054,NA,64.057,NA,NA,100,NA,NA,NA,-4.99280084792793,10.2299493531342,NA,32.9027706881481,5.82714236225887,60.5915833011548,37.799,NA,3.37850179678418,NA,13.6761374504386,3,2,4,NA,36.348106384277344,38.17794418334961,0.365,3,NA,NA,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.5148825645446777,100355.8359375
Albania,ALB,1994,4185837881.82175,1305.00106057165,NA,63.358,NA,NA,100,NA,NA,NA,-9.55447236381938,8.96976165855091,NA,32.8224936827014,6.02258603579637,60.4038280450256,38.354,NA,1.83861310975966,NA,18.8965848987739,3.5,3,4,NA,36.68659210205078,37.91547393798828,0.365,3,NA,NA,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.5144572257995605,101302.96875
Albania,ALB,1995,4743489156.74337,1488.02088119627,25.8909560055278,62.343,NA,NA,100,NA,NA,NA,5.23548257250394,14.0244959298688,NA,32.7422086416168,6.23329211889766,60.2826958882289,38.911,NA,1.41199451722271,NA,21.2785134595821,3.5,3,4,0.459653514560861,36.241451263427734,37.53421401977539,0.366,1,NA,NA,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.5140318870544434,102688.9140625
Albania,ALB,1996,5175146643.27572,1633.55200001885,21.0782030691562,61.663,326109882.238513,1227048826.78138,100,1380032754.09225,824071707.511628,2526398128.27492,6.24744107830824,9.78017987930293,NA,32.2186078032723,6.43942498300817,60.1606949122209,39.473,2.988651627069,1.36152948949073,NA,18.063790715967,4,4,4,0.460560594683818,35.71553039550781,35.83580780029297,0.366,1,0.3001187823417479,30.011878234174787,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.5811893939971924,104849.3125
Albania,ALB,1997,4610021453.80966,1464.29796254199,25.5827202375922,62.464,266515133.626297,1120407712.42931,100,1143877719.34285,680250932.780249,2245438677.71026,-5.05320974614061,-10.3611049709411,NA,31.7503464793312,6.63831589676868,59.892706739881604,40.035,1.7207253450672,1.31616086038518,416633907.728345,16.6595085173425,4,4,4,0.45840629712219,34.98984909057617,36.22454833984375,0.367,1,0.30084954266524566,30.084954266524562,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.6345043182373047,105178.171875
Albania,ALB,1998,5017059783.31958,1603.64765027651,30.0333024986488,61.795,356686474.103992,1333014814.55429,100,1215184695.51345,800968773.970579,2385799615.71066,7.86746967569343,9.51648443822282,NA,31.3145155949724,6.85068295467555,59.5026684639966,40.601,1.16927644792172,0.373020813844308,874034525.116667,19.7426022741446,4.5,4,5,0.459571550036202,34.460975646972656,36.36237716674805,0.369,1,0.33679114095393076,33.67911409539308,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.688920259475708,105731.796875
Albania,ALB,1999,5663799108.52767,1821.87313102694,NA,60.913,617412825.916406,1538629524.95715,100,1280747914.03214,955447716.496803,2824107209.45445,5.57307969927404,13.6080691237129,NA,30.8564359590444,7.0832910602803,59.0642631536668,41.169,2.15548929178211,0.582819936494746,1202209201.65264,19.7346920833014,4.5,4,5,0.466629076060168,34.734798431396484,36.030242919921875,0.37,2,0.3806706963930486,38.06706963930486,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.744460105895996,107268.6171875
Albania,ALB,2000,6057218861.96683,1960.88245974115,NA,60.435,857470960.578988,2300872732.5777,99.4,1366499452.70081,1198438509.10293,2785351910.77258,15.9039502232234,7.63002243937019,NA,30.3336941234669,7.33069132123503,58.5977290277002,41.741,1.85161317101105,1.20580664142954,1998125190.62139,30.7962585719445,4.5,4,5,0.464826657016091,34.96741485595703,35.29999923706055,0.372,2,0.5214181235860359,52.14181235860359,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.8011474609375,110387.4140625
Albania,ALB,2001,6559562958.94637,2143.52683947815,NA,59.888,990003120.246198,2651108405.74162,99.4,1403300217.36584,1441045533.42996,2997596915.15875,19.0991566572381,9.31439713939355,37.0400009155273,29.6680452847937,7.60579089173614,57.8351705993426,42.435,1.44835925490073,0.774294478401242,2487275011.85003,34.9886697820033,3.5,3,4,0.466355854983911,34.769615173339844,36.653526306152344,0.373,2,0.5550844696172673,55.508446961726726,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.815089702606201,114763.4453125
Albania,ALB,2002,6857139117.39279,2247.49808010881,24.8318781136964,59.61,1025171682.17164,2911351291.65972,99.4,1432036328.4687,1538236977.3832,3123428488.67654,15.674206544845,4.85047533419143,NA,28.9329780975994,7.91442944240309,56.7367022110026,43.501,2.00964296137502,0.765808881841202,2632004634.29854,35.2640615632586,3,3,3,0.464146073832804,34.54285430908203,35.434776306152344,0.374,1,0.5740765801070838,57.40765801070838,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.8291015625,119387.4765625
Albania,ALB,2003,7236245479.6585,2380.64462078713,22.9013763430706,58.557,1145867719.36405,3060633997.06152,99.4,1474189500.74205,1733811154.15438,3161026081.3535,16.689930418626,5.9242115424577,NA,28.1401708710936,8.24096501461232,55.6139978139615,44.573,1.02973846823218,0.765831615007164,2427921163.40443,33.8968627994889,3,3,3,0.46279668297186,34.41423034667969,35.10638427734375,0.375,1,0.581309980189352,58.130998018935195,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.8431832790374756,124476.609375
Albania,ALB,2004,7635300387.08491,2522.44937446209,22.7939219866713,57.496,1357668322.67895,3312102458.15055,99.4,1567180568.10204,1858683332.18429,3315265903.93609,19.7727236809369,5.9565695961824,NA,27.3232048006823,8.58600861824839,54.5211229067505,45.651,2.62772601236456,0.868821575977377,2572135811.45326,34.1967461797911,3,3,3,0.457612255418323,34.06853485107422,34.926002502441406,0.376,1,0.6116027587766428,61.16027587766428,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.857334852218628,130417.8359375
Albania,ALB,2005,8057259479.00459,2675.50863709675,NA,56.428,1687131748.3963,3848504250.02573,99.4,1577814919.03978,1970277679.39703,3545732386.99955,20.7471753080844,6.06788243935723,NA,26.5008860279706,8.95907851317178,53.4435407688365,46.731,8.62320052650774,1.10115055658531,2769334112.19781,36.8696756752052,3,3,3,0.453739944180374,33.775169372558594,34.75690460205078,0.376,2,0.6870370766693881,68.7037076669388,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.8715567588806152,136897.46875
Albania,ALB,2006,8532852033.68952,2851.36775919961,NA,55.354,1972719760.36943,4183559918.98965,99.4,1627019148.20949,2151600625.90409,3727580132.45849,19.8133957292538,6.57292298236362,NA,25.5720414584164,9.36032202611209,52.4132353218301,47.815,13.6870930880734,1.37890239530199,2852947013.21186,35.6975187198863,3,3,3,0.45200147740431,33.38724136352539,34.32838439941406,0.377,2,0.7214797180418427,72.14797180418428,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.8780317306518555,144038.421875
Albania,ALB,2007,9043394715.19952,3044.89661682055,NA,54.275,2349749924.6786,4994571426.8066,99.4,1671214288.89553,2250202990.46144,4021110237.78332,12.7841357899177,6.78722893588666,NA,24.7171553837544,9.77459627170979,51.4388391998976,48.902,7.45160846335455,2.17405008124285,2887643116.61442,34.4619700309054,3,3,3,0.452042966427464,32.900142669677734,34.20555114746094,0.377,2,0.8121199596807784,81.21199596807784,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.884521484375,151500.9375
Albania,ALB,2008,9721653065.53613,3298.47890843532,NA,53.192,2241060667.52557,5175494086.81254,100,1789393900.19326,2406505407.4845,4235558254.78907,7.06389348863894,8.3281084229243,39.8899993896484,23.9156179916728,10.1805404435552,50.4759629154815,49.991,21.7778133829324,1.77540436427071,3352805720.17843,35.7784238754261,3,3,3,0.44933059459153,32.1642951965332,33.79544448852539,0.378,2,0.7628902928690452,76.28902928690452,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.8910255432128906,159319
Albania,ALB,2009,10047745438.9452,3432.1708719722,NA,54.993,2346649045.87634,5116480732.83433,99.6,1823479654.19874,2451315019.80135,4465007380.15072,6.60488500002897,4.05313986380152,NA,23.1605746022264,10.5633856320802,49.4627290108976,51.076,11.5960780358903,1.04750341619612,3395757141.13016,34.5578458934766,3,3,3,0.449557161828977,31.285390853881836,33.96641159057617,0.378,2,0.7427666061068262,74.27666061068263,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.8975446224212646,167014.328125
Albania,ALB,2010,10420209148.0929,3577.11432498868,NA,55.202,2797055000.2687,5087165878.09679,99.6,1962976317.53282,2534655763.31394,4576348334.12206,8.79424796770214,4.22308382721044,42.0615043640137,22.4550826095997,10.9200550479108,48.4034139161967,52.163,17.9566359019427,1.52816814295294,3142084952.83354,30.3086698207955,3,3,3,0.440165197904944,30.849515914916992,33.880149841308594,0.379,2,0.756627891658821,75.6627891658821,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.9040780067443848,173480.5625
Albania,ALB,2011,10685445792.0183,3678.04770145146,23.0111069763437,59.938,2983733112.06629,5401871760.18512,99.7,2056667651.77426,2592049888.69306,4715216638.67551,7.13498238453175,2.82164245514005,43.4900016784668,21.4713077137409,11.2281830971209,47.3939165172533,53.247,21.1844242109543,2.89849835443056,3338696792.79807,31.4135814808892,3,3,3,0.437905532805902,30.607425689697266,33.650821685791016,0.379,1,0.7847688374887644,78.47688374887645,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.910693407058716,180424.40625
Albania,ALB,2012,10836884503.1437,3736.34007957648,23.007590723666,56.995,2992493064.64329,5040262503.6178,99.9,2167577200.03619,2432880862.22406,4866566500.40023,5.37049437221615,1.58487281451019,45.2799987792969,20.6005910580846,11.5093140765442,46.6305668307859,54.33,26.5886649344812,3.23145242472225,3074534220.50068,28.3285499594466,3,3,3,0.429622593493944,30.54582405090332,33.54600524902344,0.38,1,0.741242149986082,74.1242149986082,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.917346239089966,186219.625
Albania,ALB,2013,10945471986.7318,3780.69919254096,24.1607729474324,52.418,3040043644.86961,5007821893.73743,99.9,2192179806.27126,2498987210.03679,4881885161.93775,3.22271382143564,1.18723435286199,43.7557601928711,19.8562568229796,11.8201351814959,46.2294704388462,55.387,30.9941380486986,3.32799084447126,3019883854.91532,28.0524964575465,3,3,3,0.430002458897045,29.97244644165039,33.865257263183594,0.381,1,0.7352689357172294,73.52689357172295,AL,Europe,Southern Europe,1,0,0,0,0,0,0,0,0,0,0,Upper middle income,0,0,2.924036979675293,191620.546875
